pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
adj,rot,,,,,red,"Der Apfel ist rot.","The apple is red.","Meine Lieblingsfarbe ist Rot.","My favorite color is red.","Ich trinke Rotwein.","I drink red wine."
verb,sagen,,,,,to say,"Was sagen Sie?","What do you say?","Sag das nochmal.","Say that again.","Er sagt nichts.","He says nothing."
noun,Salat,der,m,Masculine by convention.,Salate,salad / lettuce,"Ich mache einen Salat.","I am making a salad.","Der Salat ist frisch.","The salad is fresh.","Ein Tomatensalat, bitte.","A tomato salad, please."
noun,Schafskäse,der,m,Compound noun takes the gender of the last word (der Käse).,Schafskäse,sheep cheese / feta,"Salat mit Schafskäse.","Salad with sheep cheese.","Ich mag Schafskäse.","I like sheep cheese.","Ein Stück Schafskäse, bitte.","A piece of sheep cheese, please."
adj,scharf,,,,,spicy / sharp,"Die Suppe ist sehr scharf.","The soup is very spicy.","Das Messer ist scharf.","The knife is sharp.","Ich mag scharfes Essen.","I like spicy food."
noun,Schinken,der,m,Masculine by convention.,Schinken,ham,"Ich esse Brot mit Schinken.","I eat bread with ham.","Hundert Gramm Schinken, bitte.","One hundred grams of ham, please.","Der Schinken schmeckt gut.","The ham tastes good."
verb,schmecken,,,,,to taste,"Das Essen schmeckt gut.","The food tastes good.","Schmeckt es dir?","Does it taste good to you?","Der Wein schmeckt super.","The wine tastes super."
verb,schreiben,,,,,to write,"Ich schreibe eine Einkaufsliste.","I write a shopping list.","Schreiben Sie die Wörter.","Write the words.","Können Sie das schreiben?","Can you write that?"
adj,schwarz,,,,,black,"Der Kaffee ist schwarz.","The coffee is black.","Das Auto ist schwarz.","The car is black.","Schwarz und weiß.","Black and white."
adv,sehr,,,,,very,"Das ist sehr teuer.","That is very expensive.","Das Essen ist sehr gut.","The food is very good.","Vielen Dank, sehr nett.","Thank you very much, very nice."
adj,senkrecht,,,,,vertical,"Das Wort steht senkrecht.","The word is vertical.","Schreiben Sie senkrecht.","Write vertically.","Senkrecht und waagerecht.","Vertical and horizontal."
noun,Shetlandpony,das,n,Compound noun takes the gender of the last word (das Pony).,Shetlandponys,Shetland pony,"Das Shetlandpony ist klein.","The Shetland pony is small.","Ich sehe ein Shetlandpony.","I see a Shetland pony.","Das Shetlandpony frisst Gras.","The Shetland pony eats grass."
noun,Singular,der,m,Grammar terms are often masculine or neutral.,Singulare,singular,"Das Wort steht im Singular.","The word is in singular.","Schreiben Sie den Singular.","Write the singular.","Singular oder Plural?","Singular or plural?"
noun,Spaghetti,die,f,Italian plurals ending in -i are feminine plural in German.,-,spaghetti,"Ich esse Spaghetti mit Tomatensoße.","I eat spaghetti with tomato sauce.","Kochen wir Spaghetti?","Are we cooking spaghetti?","Spaghetti sind lecker.","Spaghetti is delicious."
noun,Speck,der,m,Masculine by convention.,Specke,bacon / fat,"Eier mit Speck.","Eggs with bacon.","Bohnen mit Speck.","Beans with bacon.","Der Speck ist knusprig.","The bacon is crispy."
noun,Stück,das,n,Neutral by convention.,Stücke,piece,"Ein Stück Kuchen, bitte.","A piece of cake, please.","Wie viele Stücke?","How many pieces?","Ich nehme ein Stück Käse.","I'll take a piece of cheese."
noun,Student,der,m,Male profession / status.,Studenten,student,"Er ist Student.","He is a student.","Die Studenten lernen Deutsch.","The students are learning German.","Sind Sie Student?","Are you a student?"
noun,Suppe,die,f,Ends in -e -> mostly feminine.,Suppen,soup,"Ich esse eine Suppe.","I am eating a soup.","Die Tomatensuppe ist heiß.","The tomato soup is hot.","Möchten Sie Suppe?","Would you like soup?"
adj,teuer,,,,,expensive,"Das Fleisch ist teuer.","The meat is expensive.","Ist das teuer?","Is that expensive?","Das Restaurant ist zu teuer.","The restaurant is too expensive."
noun,Thema,das,n,Foreign words ending in -ma are often neutral.,Themen,topic,"Das Thema ist Essen.","The topic is food.","Ein neues Thema.","A new topic.","Was ist das Thema heute?","What is the topic today?"
noun,Tier,das,n,Neutral by convention.,Tiere,animal,"Der Hund ist ein Tier.","The dog is an animal.","Ich liebe Tiere.","I love animals.","Ein kleines Tier.","A small animal."
noun,Toast,der,m,English loanword.,Toasts,toast,"Ich esse Toast mit Butter.","I eat toast with butter.","Toast Hawaii.","Toast Hawaii.","Zwei Toast, bitte.","Two toasts, please."
noun,Tortilla,die,f,Foreign loanwords ending in -a are mostly feminine.,Tortillas,tortilla,"Wir essen Tortillas.","We are eating tortillas.","Eine Tortilla mit Fleisch.","A tortilla with meat.","Die Tortilla ist lecker.","The tortilla is delicious."
noun,Tourist,der,m,Persons ending in -ist are masculine.,Touristen,tourist,"Er ist Tourist.","He is a tourist.","Die Touristen sind in Berlin.","The tourists are in Berlin.","Ein Tourist fragt nach dem Weg.","A tourist asks for the way."
adj,traditionell,,,,,traditional,"Traditionelles Essen.","Traditional food.","Wir kochen traditionell.","We cook traditionally.","Das ist sehr traditionell.","That is very traditional."
verb,trinken,,,,,to drink,"Ich trinke Wasser.","I drink water.","Was trinken Sie?","What are you drinking?","Er trinkt gern Wein.","He likes to drink wine."
noun,Türkei,die,f,One of the few countries with a feminine article.,-,Turkey,"Ich komme aus der Türkei.","I come from Turkey.","Wir reisen in die Türkei.","We travel to Turkey.","Die Türkei ist schön.","Turkey is beautiful."
adj,typisch,,,,,typical,"Das ist typisch deutsch.","That is typical German.","Ein typisches Frühstück.","A typical breakfast.","Das ist typisch für ihn.","That is typical for him."
noun,Umfrage,die,f,Ends in -e -> mostly feminine.,Umfragen,survey,"Wir machen eine Umfrage.","We are doing a survey.","Die Umfrage zeigt das Ergebnis.","The survey shows the result.","Ergänzen Sie die Umfrage.","Complete the survey."
adj,umgekehrt,,,,,vice versa / opposite,"Oder umgekehrt.","Or vice versa.","Das ist umgekehrt richtig.","That is true the other way around.","Mach es umgekehrt.","Do it the opposite way."
noun,USA,die,f,Always plural (United States).,-,USA,"Ich komme aus den USA.","I come from the USA.","Er lebt in den USA.","He lives in the USA.","Die USA sind groß.","The USA are big."
noun,USB-Stick,der,m,English loanword.,USB-Sticks,USB stick,"Ich habe einen USB-Stick.","I have a USB stick.","Wo ist mein USB-Stick?","Where is my USB stick?","Speichern Sie das auf dem USB-Stick.","Save that on the USB stick."
noun,Vegetarier,der,m,Male person ending in -er.,Vegetarier,vegetarian (male),"Er ist Vegetarier.","He is a vegetarian.","Der Vegetarier isst kein Fleisch.","The vegetarian eats no meat.","Bist du Vegetarier?","Are you a vegetarian?"
adj,vegetarisch,,,,,vegetarian,"Das Essen ist vegetarisch.","The food is vegetarian.","Gibt es vegetarische Gerichte?","Are there vegetarian dishes?","Wir kochen heute vegetarisch.","We are cooking vegetarian today."
verb,vergessen,,,,,to forget,"Ich vergesse das Wort oft.","I often forget the word.","Vergessen Sie nicht die Liste.","Do not forget the list.","Er hat es vergessen.","He forgot it."
adj,viel,,,,,much / a lot,"Ich trinke viel Wasser.","I drink a lot of water.","Das kostet viel.","That costs a lot.","Wie viel kostet das?","How much does that cost?"
adj,waagerecht,,,,,horizontal,"Das Wort ist waagerecht.","The word is horizontal.","Schreiben Sie waagerecht.","Write horizontally.","Im Kreuzworträtsel: senkrecht und waagerecht.","In the crossword: vertical and horizontal."
verb,wählen,,,,,to choose,"Wählen Sie ein Essen.","Choose a meal.","Was wählen Sie?","What do you choose?","Wir wählen ein neues Thema.","We choose a new topic."
noun,Wasser,das,n,Drinks ending in -er (non-alcoholic) are often neutral.,Wässer,water,"Ich trinke Wasser.","I drink water.","Ein Glas Wasser, bitte.","A glass of water, please.","Wasser ist gesund.","Water is healthy."
noun,Webradio,das,n,Compound noun takes the gender of the last word (das Radio).,Webradios,web radio,"Ich höre Webradio.","I am listening to web radio.","Das Webradio spielt Jazz.","The web radio plays jazz.","Ein Sender im Webradio.","A channel on web radio."
noun,Webseite,die,f,Compound noun takes the gender of the last word (die Seite).,Webseiten,website,"Besuchen Sie unsere Webseite.","Visit our website.","Die Webseite ist neu.","The website is new.","Die Informationen stehen auf der Webseite.","The info is on the website."
noun,Wein,der,m,Alcoholic drinks are mostly masculine.,Weine,wine,"Ich trinke ein Glas Wein.","I drink a glass of wine.","Rotwein oder Weißwein?","Red wine or white wine?","Der Wein ist teuer.","The wine is expensive."
adj,weiß,,,,,white,"Die Milch ist weiß.","The milk is white.","Ein weißes Auto.","A white car.","Meine Lieblingsfarbe ist Weiß.","My favorite color is white."
noun,Weißbrot,das,n,Compound noun takes the gender of the last word (das Brot).,Weißbrote,white bread,"Ich kaufe Weißbrot.","I am buying white bread.","Essen Sie Weißbrot?","Do you eat white bread?","Weißbrot mit Marmelade.","White bread with jam."
adj,wenig,,,,,little / few,"Ich esse wenig Fleisch.","I eat little meat.","Nur ein wenig, bitte.","Just a little, please.","Er spricht wenig Deutsch.","He speaks little German."
noun,Werbung,die,f,Ends in -ung -> always feminine.,Werbungen,advertisement,"Die Werbung ist lustig.","The advertisement is funny.","Werbung im Fernsehen.","Advertisement on TV.","Lesen Sie die Werbung.","Read the ad."
verb,werfen,,,,,to throw,"Werfen Sie den Ball.","Throw the ball.","Er wirft gut.","He throws well.","Wirf es mir!","Throw it to me!"
phrase,wie viel,,,,,how much,"Wie viel kostet das?","How much does that cost?","Wie viel Gramm brauchen wir?","How many grams do we need?","Wie viel ist es?","How much is it?"
pron,wir,,,,,we,"Wir lernen Deutsch.","We are learning German.","Was essen wir heute?","What are we eating today?","Wir gehen einkaufen.","We are going shopping."
noun,Wortliste,die,f,Compound noun takes the gender of the last word (die Liste).,Wortlisten,word list,"Lernen Sie die Wortliste.","Learn the word list.","Die Wortliste ist lang.","The word list is long.","Ich schreibe eine Wortliste.","I am writing a word list."
noun,Wurst,die,f,Feminine by convention.,Würste,sausage,"Ich esse Brot mit Wurst.","I eat bread with sausage.","Zwei Scheiben Wurst, bitte.","Two slices of sausage, please.","Möchten Sie Wurst oder Käse?","Would you like sausage or cheese?"
noun,Würstchen,das,n,Diminutive -chen is always neutral.,Würstchen,small sausage,"Zwei Würstchen mit Brot.","Two small sausages with bread.","Die Kinder essen Würstchen.","The children eat small sausages.","Heiße Würstchen.","Hot small sausages."
noun,Zitrone,die,f,Ends in -e -> mostly feminine.,Zitronen,lemon,"Tee mit Zitrone.","Tea with lemon.","Die Zitrone ist gelb.","The lemon is yellow.","Ich brauche eine Zitrone.","I need a lemon."
noun,Zucker,der,m,Masculine by convention.,-,sugar,"Ich trinke Kaffee ohne Zucker.","I drink coffee without sugar.","Der Zucker ist süß.","The sugar is sweet.","Wie viel Zucker?","How much sugar?"
noun,Zwiebel,die,f,Ends in -el -> often feminine.,Zwiebeln,onion,"Salat mit Zwiebeln.","Salad with onions.","Die Zwiebel ist scharf.","The onion is sharp.","Ich koche mit Zwiebeln.","I cook with onions."
noun,Kilogramm,das,n,Measurement units are usually neutral.,Kilogramme,kilogram,"Ein Kilogramm Äpfel.","One kilogram of apples.","Wie viele Kilogramm?","How many kilograms?","Das ist ein Kilogramm.","That is one kilogram."
