pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
conj,und,,,,,and,"Fabio und Paul.","Fabio and Paul.","Ich komme und du gehst.","I come and you go.","Apfel und Banane.","Apple and banana."
verb,unterstreichen,,,,,to underline,"Unterstreichen Sie die Verben.","Underline the verbs.","Ich unterstreiche das Wort.","I am underlining the word.","Bitte unterstreichen.","Please underline."
verb,variieren,,,,,to vary,"Spielen und variieren Sie.","Play and vary.","Wir variieren den Dialog.","We vary the dialogue.","Bitte variieren Sie.","Please vary."
noun,Verb,das,n,Grammar terms are often neutral.,Verben,verb,"Das Verb ist auf Position 2.","The verb is in position 2.","Unterstreichen Sie das Verb.","Underline the verb.","'Sein' ist ein Verb.","'Sein' is a verb."
num,vier,,,,,four,"Vier Freunde auf YouTube.","Four friends on YouTube.","Es ist vier Uhr.","It is four o'clock.","Nummer vier.","Number four."
noun,Vorname,der,m,Compound noun takes the gender of the last word (der Name).,Vornamen,first name,"Schreiben Sie Ihren Vornamen.","Write your first name.","Mein Vorname ist Paul.","My first name is Paul.","Wie ist Ihr Vorname?","What is your first name?"
adv,vorne,,,,,in front,"Wechseln Sie zwischen vorne und hinten.","Alternate between front and back.","Er sitzt vorne.","He sits in front.","Vorne ist die Tafel.","The board is in the front."
verb,wechseln,,,,,to change / to switch,"Wechseln Sie die Rollen.","Switch roles.","Ich wechsle das Geld.","I am changing the money.","Wir wechseln den Platz.","We change seats."
pron,wer,,,,,who,"Wer ist das?","Who is that?","Wer spricht?","Who is speaking?","Wer kommt heute?","Who is coming today?"
verb,werden,,,,,to become / will (future auxiliary),"Die Zahlen werden kleiner.","The numbers become smaller.","Was willst du werden?","What do you want to become?","Es wird kalt.","It is getting cold."
noun,W-Frage,die,f,Compound noun takes the gender of the last word (die Frage).,W-Fragen,W-question (question starting with a W-word),"Schreiben Sie eine W-Frage.","Write a W-question.","Das ist eine W-Frage.","That is a W-question.","'Wer' ist eine W-Frage.","'Wer' is a W-question."
pron,wie,,,,,how,"Wie heißt du?","What is your name?","Wie geht's?","How are you?","Wie bitte?","Pardon?"
verb,wiederholen,,,,,to repeat,"Hören und wiederholen Sie.","Listen and repeat.","Können Sie das wiederholen?","Can you repeat that?","Ich wiederhole den Satz.","I am repeating the sentence."
adj,willkommen,,,,,welcome,"Willkommen im Kurs!","Welcome to the course!","Sie sind willkommen.","You are welcome.","Herzlich willkommen!","Warmly welcome!"
pron,wo,,,,,where,"Wo wohnst du?","Where do you live?","Wo ist das?","Where is that?","Wo sind Sie?","Where are you?"
pron,woher,,,,,where from,"Woher kommst du?","Where do you come from?","Woher kennen Sie ihn?","Where do you know him from?","Woher sind Sie?","Where are you from?"
verb,wohnen,,,,,to live / to reside,"Ich wohne in Berlin.","I live in Berlin.","Wo wohnst du?","Where do you live?","Er wohnt hier.","He lives here."
noun,Wohnort,der,m,Compound noun takes the gender of the last word (der Ort).,Wohnorte,place of residence,"Wo ist dein Wohnort?","Where is your place of residence?","Mein Wohnort ist München.","My place of residence is Munich.","Tragen Sie den Wohnort ein.","Enter your place of residence."
noun,Zahl,die,f,Feminine by convention.,Zahlen,number,"Schreiben Sie die Zahl.","Write the number.","Die Zahl ist acht.","The number is eight.","Lernen Sie die Zahlen.","Learn the numbers."
num,zehn,,,,,ten,"Zehn Prozent.","Ten percent.","Ich bin zehn Jahre alt.","I am ten years old.","Nummer zehn.","Number ten."
verb,zeigen,,,,,to show / to point,"Zeigen Sie auf die Fotos.","Point to the photos.","Ich zeige dir das Buch.","I show you the book.","Können Sie mir das zeigen?","Can you show me that?"
phrase,zu zweit,,,,,in pairs / two of us,"Arbeiten Sie zu zweit.","Work in pairs.","Wir sind zu zweit.","There are two of us.","Spielen Sie zu zweit.","Play in pairs."
num,zwei,,,,,two,"Zwei Freunde.","Two friends.","Ich spreche zwei Sprachen.","I speak two languages.","Nummer zwei.","Number two."
noun,Ja/Nein-Frage,die,f,Compound noun takes the gender of the last word (die Frage).,Ja/Nein-Fragen,Yes/No question,"Das ist eine Ja/Nein-Frage.","That is a yes/no question.","Die Antwort auf die Ja/Nein-Frage ist ja.","The answer to the yes/no question is yes.","Stellen Sie eine Ja/Nein-Frage.","Ask a yes/no question."
