test_text,answer,test_verb,tip,meaning,grammar_tip
"null Musik ist laut.","die","Musik","ends in -ik","The music is loud.","Feminine clue: nouns ending in -ik are usually die (die Musik, die Grammatik)."
"null Philosophie ist interessant.","die","Philosophie","ends in -ie","Philosophy is interesting.","Feminine clue: nouns ending in -ie are usually die (die Philosophie, die Biologie)."
"null Kultur ist vielfältig.","die","Kultur","ends in -ur","Culture is diverse.","Feminine clue: nouns ending in -ur are usually die (die Kultur, die Natur)."
"null Mädchen heißt Lisa.","das","Mädchen","ends in -chen","The girl is called Lisa.","Neuter clue: nouns ending in -chen are always das (das Mädchen, das Brötchen)."
"null Fräulein wohnt hier.","das","Fräulein","ends in -lein","The young lady lives here.","Neuter clue: nouns ending in -lein are always das (das Fräulein, das Büchlein)."
"null Museum ist alt.","das","Museum","ends in -um","The museum is old.","Neuter clue: nouns ending in -um are usually das (das Museum, das Datum)."
"null Instrument spielt.","das","Instrument","ends in -ment","The instrument is playing.","Neuter clue: nouns ending in -ment are usually das (das Instrument, das Dokument)."
"null Thema ist schwer.","das","Thema","ends in -ma","The topic is difficult.","Neuter clue: nouns ending in -ma are often das (das Thema, das Drama)."
"null Auto ist schnell.","das","Auto","ends in -o","The car is fast.","Neuter clue: nouns ending in -o are often das (das Auto, das Kino)."
"null Montag ist anstrengend.","der","Montag","day of week","Monday is exhausting.","Masculine clue: days of the week are der (der Montag, der Dienstag)."
"null Januar ist kalt.","der","Januar","month","January is cold.","Masculine clue: months are der (der Januar, der Februar)."
"null Sommer ist heiß.","der","Sommer","season","Summer is hot.","Masculine clue: seasons are der (der Sommer, der Winter)."
"null Regen ist nass.","der","Regen","weather","Rain is wet.","Masculine clue: most weather phenomena are der (der Regen, der Schnee, der Wind)."
"null Norden ist kalt.","der","Norden","direction","The north is cold.","Masculine clue: directions are der (der Norden, der Süden)."
"null BMW fährt schnell.","der","BMW","car brand","The BMW drives fast.","Masculine clue: car brands are der (der BMW, der Mercedes)."
"null Donau fließt durch Wien.","die","Donau","river","The Danube flows through Vienna.","Feminine clue: most German rivers are die (die Donau, die Elbe). BUT: der Rhein."
"null Rose ist rot.","die","Rose","flower","The rose is red.","Feminine clue: most flowers are die (die Rose, die Tulpe)."
"null Banane ist gelb.","die","Banane","fruit","The banana is yellow.","Feminine clue: most fruits are die (die Banane, die Orange). BUT: der Apfel."
"null Gold ist wertvoll.","das","Gold","metal","Gold is valuable.","Neuter clue: metals are das (das Gold, das Silber, das Eisen)."
"null Lernen macht Spaß.","das","Lernen","verb as noun","Learning is fun.","Neuter clue: verbs used as nouns (gerunds) are das (das Lernen, das Schwimmen)."
"Ich null Deutsch.","lerne","lernen","to learn","I learn German / I am learning German.","Present tense: ich = stem + -e (lern + e = lerne)."
"Du null in Berlin.","wohnst","wohnen","to live","You live in Berlin.","Present tense: du = stem + -st (wohn + st = wohnst)."
"Er null Kaffee.","trinkt","trinken","to drink","He drinks coffee.","Present tense: er/sie/es = stem + -t (trink + t = trinkt)."
"Wir null Pizza.","essen","essen","to eat (regular)","We eat pizza.","Present tense: wir = infinitive (essen) – same as sie/Sie form."
"Ihr null Fußball.","spielt","spielen","to play","You (plural) play football.","Present tense: ihr = stem + -t (spiel + t = spielt)."
"Sie null morgen.","kommen","kommen","to come","They are coming tomorrow.","Present tense: sie (they) = infinitive (kommen)."
"null du gut Deutsch?","Sprichst","sprechen","to speak (stem change)","Do you speak German well?","Stem change e → i for du: sprechen → du sprichst."
"Er null in München.","wohnt","wohnen","to live","He lives in Munich.","Present tense: er = stem + -t (wohn + t = wohnt)."
"Meine Eltern null in Köln.","wohnen","wohnen","to live","My parents live in Cologne.","Plural subject (meine Eltern) = sie form → wohnen."
"null du mich?","Hörst","hören","to hear","Do you hear me?","Present tense: du = stem + -st (hör + st = hörst)."
"Das Buch null 10 Euro.","kostet","kosten","to cost","The book costs 10 euros.","Present tense: das (es) = stem + -t (kost + t = kostet)."
"null ihr morgen?","Kommt","kommen","to come","Are you (plural) coming tomorrow?","Yes/no question: verb first (Kommt ihr?)"
"Frau Müller, null Sie hier?","arbeiten","arbeiten","to work","Mrs. Müller, do you work here?","Formal Sie = verb infinitive (arbeiten)."
"Ich null Tee.","trinke","trinken","to drink","I drink tea.","Present tense: ich = stem + -e (trink + e = trinke)."
"Du null schnell.","lernst","lernen","to learn","You learn quickly.","Present tense: du = stem + -st (lern + st = lernst)."
"Wir null im Hotel.","schlafen","schlafen","to sleep (stem change)","We sleep in the hotel.","wir form = infinitive (schlafen) – no stem change."
"null du mich?","Fragst","fragen","to ask","Do you ask me?","Present tense: du = stem + -st (frag + st = fragst)."
"Er null im Büro.","arbeitet","arbeiten","to work","He works in the office.","Stem ends in -t → add -et for er: arbeit + et = arbeitet."
"null du Milch?","Kaufst","kaufen","to buy","Do you buy milk?","Present tense: du = stem + -st (kauf + st = kaufst)."
"Wir null Hilfe.","brauchen","brauchen","to need","We need help.","wir form = infinitive (brauchen)."
"Ihr null Musik.","hört","hören","to hear","You (plural) hear music.","Present tense: ihr = stem + -t (hör + t = hört)."
"Sie null ein Haus.","kaufen","kaufen","to buy","They are buying a house.","sie (they) = infinitive (kaufen)."
"null du mich?","Hörst","hören","to hear","Do you hear me?","Question word order: verb first (Hörst du...?)"
"Ich null Wasser.","trinke","trinken","to drink","I drink water.","Present tense: ich = stem + -e (trink + e = trinke)."
"Er null schnell.","läuft","laufen","to run (stem change)","He runs fast.","Stem change a → ä for er: laufen → er läuft."
"Du null im Supermarkt.","kaufst","kaufen","to buy","You buy at the supermarket.","Present tense: du = stem + -st (kauf + st = kaufst)."
"Wir null Freunde.","treffen","treffen","to meet (stem change)","We meet friends.","wir form = infinitive (treffen) – no stem change."
"null ihr mich?","Hört","hören","to hear","Do you (plural) hear me?","Yes/no question: verb first (Hört ihr...?)"
"Das Kind null im Bett.","schläft","schlafen","to sleep (stem change)","The child sleeps in bed.","Stem change a → ä for es: schlafen → es schläft."
"null du im Restaurant?","Isst","essen","to eat (stem change)","Do you eat in the restaurant?","Stem change e → i for du: essen → du isst."
"Ich null Maria.","bin","sein","to be","I am Maria.","sein is completely irregular: ich bin, du bist, er/sie/es ist."
"Du null mein Freund.","bist","sein","to be","You are my friend.","sein: du form is bist (not regular -st ending)."
"Er null aus Spanien.","ist","sein","to be","He is from Spain.","sein: er form is ist (completely different from stem)."
"Wir null im Kino.","sind","sein","to be","We are at the cinema.","sein: wir form is sind (like sie/Sie form)."
"Ihr null sehr nett.","seid","sein","to be","You guys are very nice.","sein: ihr form is seid (unique form)."
"Sie null meine Eltern.","sind","sein","to be","They are my parents.","sein: sie (they) form is sind, same as wir."
"null du müde?","Bist","sein","to be","Are you tired?","Yes/no question: verb first (Bist du...?)"
"Das null mein Hund.","ist","sein","to be","That is my dog.","Das ist is used for introducing people/things."
"null Sie Frau Schmidt?","Sind","sein","to be","Are you Mrs. Schmidt?","Formal Sie uses sind (capital S in question)."
"Ich null eine Frage.","habe","haben","to have","I have a question.","haben: ich form is habe (regular ich ending)."
"Du null ein Auto.","hast","haben","to have","You have a car.","haben: du form is hast (stem changes: hab → ha)."
"Er null zwei Brüder.","hat","haben","to have","He has two brothers.","haben: er form is hat (stem change, no -t ending)."
"Wir null Zeit.","haben","haben","to have","We have time.","haben: wir form is haben (regular infinitive)."
"Ihr null Haustiere.","habt","haben","to have","You guys have pets.","haben: ihr form is habt (regular ihr ending)."
"Sie null ein Haus.","haben","haben","to have","They have a house.","haben: sie (they) form is haben."
"null du einen Bleistift?","Hast","haben","to have","Do you have a pencil?","Yes/no question with haben: Hast du...?"
"Er null Hunger.","hat","haben","to have","He is hungry.","Idiom: Hunger haben = to be hungry (lit. 'have hunger')."
"Ich null Durst.","habe","haben","to have","I am thirsty.","Idiom: Durst haben = to be thirsty."
"null ihr Angst?","Habt","haben","to have","Are you guys afraid?","Idiom: Angst haben = to be afraid."
"Wir null Recht.","haben","haben","to have","We are right.","Idiom: Recht haben = to be right."
"Du null Glück.","hast","haben","to have","You are lucky.","Idiom: Glück haben = to be lucky."
"Ich null 25 Jahre alt.","bin","sein","to be","I am 25 years old.","Age uses sein in German: Ich bin ... Jahre alt."
"Sie null meine Schwester.","ist","sein","to be","She is my sister.","sie (she) + ist for feminine subject."
"null du Zeit?","Hast","haben","to have","Do you have time?","Question: verb first, subject second."
"Ich null keine Geschwister.","habe","haben","to have","I have no siblings.","Negation with kein: Ich habe keine..."
"Das null ein Tisch.","ist","sein","to be","That is a table.","sein + nominative on both sides."
"null ihr aus Berlin?","Seid","sein","to be","Are you guys from Berlin?","ihr form of sein: seid."
"Er null Fieber.","hat","haben","to have","He has a fever.","Idiom: Fieber haben = to have a temperature."
"null Sie Herr Müller?","Sind","sein","to be","Are you Mr. Müller?","Formal Sie form: Sind Sie...?"
"Wir null im Restaurant.","sind","sein","to be","We are in the restaurant.","Location uses sein + dative (im = in dem)."
"Er null Deutsch.","spricht","sprechen","e → i","He speaks German.","Stem change e → i for er: sprechen → er spricht."
"Du null Englisch.","sprichst","sprechen","e → i","You speak English.","Stem change e → i for du: sprechen → du sprichst."
"Ich null Spanisch.","spreche","sprechen","no change","I speak Spanish.","ich form has no stem change: ich spreche."
"null du mir?","Hilfst","helfen","e → i","Do you help me?","Stem change e → i for du: helfen → du hilfst."
"Er null seiner Mutter.","hilft","helfen","e → i","He helps his mother.","Stem change e → i for er: helfen → er hilft."
"Wir null gern.","helfen","helfen","no change","We like to help.","wir form has no stem change: wir helfen."
"Sie null einen Apfel.","isst","essen","e → i","She eats an apple.","Stem change e → i for sie: essen → sie isst."
"null du Schokolade?","Isst","essen","e → i","Do you eat chocolate?","Stem change e → i for du: essen → du isst."
"Ich null Pizza.","esse","essen","no change","I eat pizza.","ich form has no stem change: ich esse."
"Er null den Bus.","nimmt","nehmen","e → i","He takes the bus.","Stem change e → i for er: nehmen → er nimmt."
"null du den Zug?","Nimmst","nehmen","e → i","Do you take the train?","Stem change e → i for du: nehmen → du nimmst."
"Wir null ein Taxi.","nehmen","nehmen","no change","We take a taxi.","wir form has no stem change: wir nehmen."
"Sie null ihre Freunde.","trifft","treffen","e → i","She meets her friends.","Stem change e → i for sie: treffen → sie trifft."
"null du mich heute?","Triffst","treffen","e → i","Do you meet me today?","Stem change e → i for du: treffen → du triffst."
"Ich null ihn morgen.","treffe","treffen","no change","I meet him tomorrow.","ich form has no stem change: ich treffe."
"Er null mir ein Buch.","gibt","geben","e → i","He gives me a book.","Stem change e → i for er: geben → er gibt."
"null du mir Geld?","Gibst","geben","e → i","Do you give me money?","Stem change e → i for du: geben → du gibst."
"Wir null nichts.","geben","geben","no change","We give nothing.","wir form has no stem change: wir geben."
"Sie null viel.","vergisst","vergessen","e → i","She forgets a lot.","Stem change e → i for sie: vergessen → sie vergisst."
"null du immer?","Vergisst","vergessen","e → i","Do you always forget?","Stem change e → i for du: vergessen → du vergisst."
"Ich null nie.","vergesse","vergessen","no change","I never forget.","ich form has no stem change: ich vergesse."
"Er null gern.","liest","lesen","e → ie","He likes to read.","Stem change e → ie for er: lesen → er liest."
"null du Zeitung?","Liest","lesen","e → ie","Do you read the newspaper?","Stem change e → ie for du: lesen → du liest."
"Wir null Bücher.","lesen","lesen","no change","We read books.","wir form has no stem change: wir lesen."
"Sie null den Hund.","sieht","sehen","e → ie","She sees the dog.","Stem change e → ie for sie: sehen → sie sieht."
"null du den Vogel?","Siehst","sehen","e → ie","Do you see the bird?","Stem change e → ie for du: sehen → du siehst."
"Ich null nichts.","sehe","sehen","no change","I see nothing.","ich form has no stem change: ich sehe."
"Er null nach Berlin.","fährt","fahren","a → ä","He drives to Berlin.","Stem change a → ä for er: fahren → er fährt."
"null du nach Hause?","Fährst","fahren","a → ä","Do you drive home?","Stem change a → ä for du: fahren → du fährst."
"Wir null in Urlaub.","fahren","fahren","no change","We drive on vacation.","wir form has no stem change: wir fahren."
"Ich null um 7 Uhr null.","stehe auf","aufstehen","auf- + stehen","I get up at 7 o'clock.","Separable verb: prefix (auf-) goes to the end → Ich stehe um 7 Uhr auf."
"Du null früh null.","stehst auf","aufstehen","auf- + stehen","You get up early.","du form: stem changes, prefix at end → Du stehst früh auf."
"Er null seine Mutter null.","ruft an","anrufen","an- + rufen","He calls his mother.","Separable verb: anrufen → er ruft ... an."
"null du mich später null?","Rufst an","anrufen","an- + rufen","Will you call me later?","Question: verb first, prefix at end → Rufst du mich später an?"
"Wir null im Supermarkt null.","kaufen ein","einkaufen","ein- + kaufen","We shop at the supermarket.","wir kaufen ... ein → prefix ein- at the end."
"Ihr null ins Kino null?","kommt mit","mitkommen","mit- + kommen","Are you guys coming along to the cinema?","ihr kommt ... mit → prefix mit- at the end."
"Sie null uns null.","besuchen","besuchen","be- is inseparable","They visit us.","Inseparable prefix: no separation → Sie besuchen uns."
"null du mich null?","Hörst zu","zuhören","zu- + hören","Are you listening to me?","zuhören: du hörst ... zu → prefix zu- at end."
"Die Kinder null gern null.","sehen fern","fernsehen","fern- + sehen","The children like to watch TV.","fernsehen: sie sehen ... fern → prefix fern- at end."
"Ich null um 8 Uhr null.","komme an","ankommen","an- + kommen","I arrive at 8 o'clock.","ankommen: ich komme ... an → prefix an- at end."
"Der Zug null pünktlich null.","kommt an","ankommen","an- + kommen","The train arrives on time.","er kommt ... an → prefix an- at end."
"null du morgen früh null?","Fährst ab","abfahren","ab- + fahren","Are you departing tomorrow morning?","abfahren: du fährst ... ab → prefix ab- at end."
"Wir null heute null.","fahren ab","abfahren","ab- + fahren","We depart today.","wir fahren ... ab → prefix ab- at end."
"Er null seine Oma null.","holt ab","abholen","ab- + holen","He picks up his grandma.","abholen: er holt ... ab → prefix ab- at end."
"null du mich vom Bahnhof null?","Holst ab","abholen","ab- + holen","Will you pick me up from the station?","Frage: Holst du mich ... ab?"
"Ich null das Buch null.","gebe ab","abgeben","ab- + geben","I hand in the book.","abgeben: ich gebe ... ab → prefix ab- at end."
"Sie null die Tickets null.","gibt ab","abgeben","ab- + geben","She hands in the tickets.","sie gibt ... ab → prefix ab- at end."
"Wir null die Party null.","sagen ab","absagen","ab- + sagen","We cancel the party.","absagen: wir sagen ... ab → prefix ab- at end."
"Ihr null die Prüfung null?","sagt ab","absagen","ab- + sagen","Are you guys cancelling the exam?","ihr sagt ... ab → prefix ab- at end."
"Ich null dich morgen null.","lade ein","einladen","ein- + laden","I invite you tomorrow.","einladen: ich lade ... ein → prefix ein- at end."
"null du deine Freunde null?","Lädst ein","einladen","ein- + laden","Do you invite your friends?","einladen: du lädst ... ein → a→ä stem change."
"Er null uns zur Party null.","lädt ein","einladen","ein- + laden","He invites us to the party.","er lädt ... ein → a→ä stem change."
"Wir null euch null.","laden ein","einladen","ein- + laden","We invite you guys.","wir laden ... ein → no stem change in wir form."
"null du mit null?","Machst mit","mitmachen","mit- + machen","Are you joining in?","mitmachen: du machst ... mit → prefix mit- at end."
"Die Kinder null beim Spiel null.","machen mit","mitmachen","mit- + machen","The children join in the game.","sie machen ... mit → prefix mit- at end."
"Ich null den Text null.","schreibe ab","abschreiben","ab- + schreiben","I copy the text.","abschreiben: ich schreibe ... ab → prefix ab- at end."
"null du die Adresse null?","Schreibst ab","abschreiben","ab- + schreiben","Are you copying the address?","abschreiben: du schreibst ... ab."
"Wir null das Geld null.","zahlen zurück","zurückzahlen","zurück- + zahlen","We pay back the money.","zurückzahlen: wir zahlen ... zurück → prefix zurück- at end."
"Er null mir das Buch null.","gibt zurück","zurückgeben","zurück- + geben","He gives me back the book.","zurückgeben: er gibt ... zurück → stem change e→i."
"null du mich heute null?","Rufst zurück","zurückrufen","zurück- + rufen","Will you call me back today?","zurückrufen: du rufst ... zurück → prefix zurück- at end."
"Die Vorstellung null um 20 Uhr null.","findet statt","stattfinden","statt- + finden","The performance takes place at 8 p.m.","stattfinden: sie findet ... statt → prefix statt- at end."
"Ich null Deutsch sprechen.","kann","können","ability","I can speak German.","Modal verb in position 2, main verb infinitive at end: Ich kann Deutsch sprechen."
"null du mir helfen?","Kannst","können","ability/question","Can you help me?","Yes/no question: modal verb first (Kannst du...?), main verb at end."
"Er null gut kochen.","kann","können","ability","He can cook well.","er form: kann (stem change, no ending)."
"Wir null heute kommen.","können","können","possibility","We can come today.","wir form: können (same as infinitive)."
"Ihr null hier warten.","könnt","können","possibility","You (plural) can wait here.","ihr form: könnt (regular -t ending, with umlaut)."
"null Sie mich verstehen?","Können","können","ability/formal","Can you understand me?","Formal Sie: Können Sie...? (capital K for politeness)."
"Sie null Klavier spielen.","kann","können","ability","She can play piano.","sie (she) form: kann (stem change)."
"null du Englisch?","Kannst","können","ability/omission","Do you know English?","Main verb often omitted when obvious: Kannst du Englisch (sprechen)?"
"Ich null Deutsch lernen.","will","wollen","intention","I want to learn German.","wollen: ich will (irregular, no ending)."
"Was null du essen?","willst","wollen","desire","What do you want to eat?","du form: willst (stem change will- + -st)."
"Er null nach Berlin fahren.","will","wollen","intention","He wants to go to Berlin.","er form: will (same as ich)."
"Wir null ein Haus kaufen.","wollen","wollen","desire/plan","We want to buy a house.","wir form: wollen (same as infinitive)."
"null ihr mitkommen?","Wollt","wollen","desire/question","Do you (plural) want to come along?","ihr form: wollt (regular -t ending)."
"Sie null uns besuchen.","wollen","wollen","intention","They want to visit us.","sie (they) form: wollen."
"null du einen Kaffee?","Willst","wollen","desire/omission","Do you want a coffee?","Main verb often omitted: Willst du (einen Kaffee trinken)?"
"Frau Schmidt, null Sie zahlen?","Wollen","wollen","desire/formal","Mrs. Schmidt, do you want to pay?","Formal Sie: Wollen Sie...?"
"Ich null Schokolade.","mag","mögen","liking","I like chocolate.","mögen + noun: ich mag (irregular, no ending)."
"null du Katzen?","Magst","mögen","liking","Do you like cats?","du form: magst (stem mag- + -st)."
"Er null Fußball.","mag","mögen","liking","He likes soccer.","er form: mag (same as ich)."
"Wir null italienisches Essen.","mögen","mögen","liking","We like Italian food.","wir form: mögen (same as infinitive)."
"null ihr Musik?","Mögt","mögen","liking","Do you (plural) like music?","ihr form: mögt (regular -t ending, with umlaut)."
"Sie null Filme.","mögen","mögen","liking","They like movies.","sie (they) form: mögen."
"null Sie Tee oder Kaffee?","Mögen","mögen","liking/formal","Do you like tea or coffee?","Formal Sie: Mögen Sie...?"
"Ich null einen Kaffee trinken.","möchte","möchten","polite wish","I would like to drink a coffee.","möchten (polite form) → ich möchte + infinitive at end."
"null du etwas essen?","Möchtest","möchten","polite question","Would you like to eat something?","du form: möchtest (most common for polite offers)."
"Er null nach Hause gehen.","möchte","möchten","polite wish","He would like to go home.","er form: möchte (same as ich)."
"Wir null zahlen.","möchten","möchten","polite request","We would like to pay.","Common restaurant phrase: Wir möchten zahlen."
"null ihr ins Kino gehen?","Möchtet","möchten","polite question","Would you (plural) like to go to the cinema?","ihr form: möchtet."
"null Sie einen Tee?","Möchten","möchten","polite/formal","Would you like a tea?","Formal Sie: Möchten Sie...? (main verb often omitted)."
"Ich null dich.","mag","mögen","liking people","I like you.","mögen used without second verb for liking people: Ich mag dich."
"null bin müde.","Ich","ich","1st person singular","I am tired.","Personal pronoun for 1st person singular: ich (always capitalized in German, but not at start of sentence here)."
"null bist mein Freund.","Du","du","2nd person informal","You are my friend.","Personal pronoun for addressing one person informally: du."
"null kommt aus Spanien.","Er","er","3rd person masculine","He comes from Spain.","Personal pronoun for masculine nouns/people: er."
"null heißt Anna.","Sie","sie","3rd person feminine","She is called Anna.","Personal pronoun for feminine nouns/people: sie (lowercase s for 'she')."
"null regnet heute.","Es","es","3rd person neuter","It is raining today.","Personal pronoun for neuter nouns and impersonal expressions: es."
"null gehen ins Kino.","Wir","wir","1st person plural","We are going to the cinema.","Personal pronoun for 1st person plural (we): wir."
"null seid sehr nett.","Ihr","ihr","2nd person plural","You guys are very nice.","Personal pronoun for addressing multiple people informally: ihr."
"null wohnen in Berlin.","Sie","sie","3rd person plural","They live in Berlin.","Personal pronoun for 3rd person plural (they): sie (lowercase s)."
"Frau Schmidt, null sind sehr freundlich.","Sie","Sie","formal singular","Mrs. Schmidt, you are very friendly.","Formal personal pronoun: Sie (always capitalized) for one or more people."
"null lerne Deutsch.","Ich","ich","1st person singular","I learn German.","ich + verb with -e ending: Ich lerne."
"null lernst schnell.","Du","du","2nd person informal","You learn quickly.","du + verb with -st ending: Du lernst."
"null spielt Fußball.","Er","er","3rd person masculine","He plays soccer.","er + verb with -t ending: Er spielt."
"null kocht gut.","Sie","sie","3rd person feminine","She cooks well.","sie (she) + verb with -t ending: Sie kocht."
"null ist kalt.","Es","es","3rd person neuter/impersonal","It is cold.","es + ist for weather expressions: Es ist kalt."
"null haben Zeit.","Wir","wir","1st person plural","We have time.","wir + verb infinitive: Wir haben."
"null habt ein Auto.","Ihr","ihr","2nd person plural","You guys have a car.","ihr + verb with -t ending: Ihr habt."
"null kommen morgen.","Sie","sie","3rd person plural","They are coming tomorrow.","sie (they) + verb infinitive: Sie kommen."
"null sind Herr Schmidt?","Sie","Sie","formal singular","Are you Mr. Schmidt?","Formal Sie + verb infinitive: Sind Sie...?"
"null heiße Maria.","Ich","ich","1st person singular","My name is Maria.","ich + heiße (irregular but ich form): Ich heiße."
"null heißt du?","Wie","wie","question word","What is your name?","Question word wie + verb + subject: Wie heißt du?"
"null wohnt in Berlin?","Wer","wer","question word for people","Who lives in Berlin?","Question word wer asks for a person/subject."
"null ist das?","Was","was","question word for things","What is that?","Question word was asks for a thing/object."
"null kommt heute?","Wer","wer","question word for people","Who is coming today?","wer + verb in 3rd person singular: Wer kommt?"
"null machst du?","Was","was","question word for activities","What are you doing?","was + verb + subject: Was machst du?"
"null geht es dir?","Wie","wie","question word for manner","How are you?","wie + verb + subject + dative pronoun: Wie geht es dir?"
"null alt bist du?","Wie","wie","question word + adjective","How old are you?","wie + adjective asks for specific attribute: Wie alt...?"
"null viele Kinder hast du?","Wie","wie","question word + adjective","How many children do you have?","wie + viele asks for countable quantity."
"null viel kostet das?","Wie","wie","question word + adjective","How much does that cost?","wie + viel asks for uncountable amount or price."
"null lange lernst du schon?","Wie","wie","question word + adjective","How long have you been learning?","wie + lange asks for duration."
"null spät ist es?","Wie","wie","question word + adjective","What time is it? (How late is it?)","wie + spät asks for time of day."
"Das ist null Buch.","mein","mein","my (neuter)","This is my book.","Possessive article must match noun gender: das Buch → mein Buch (neuter, no ending)."
"Ist das null Lampe?","deine","dein","your (feminine)","Is that your lamp?","Feminine nouns add -e: die Lampe → deine Lampe."
"null Bruder heißt Paul.","Mein","mein","my (masculine)","My brother is called Paul.","Masculine nouns: no ending (mein Bruder)."
"null Mutter ist Ärztin.","Meine","mein","my (feminine)","My mother is a doctor.","Feminine nouns add -e: meine Mutter."
"null Kinder sind klein.","Meine","mein","my (plural)","My children are small.","Plural nouns add -e: meine Kinder."
"Ist das null Freund?","dein","dein","your (masculine)","Is that your friend?","Masculine nouns: no ending (dein Freund)."
"Wo ist null Schwester?","deine","dein","your (feminine)","Where is your sister?","Feminine nouns add -e: deine Schwester."
"Sind das null Eltern?","deine","dein","your (plural)","Are those your parents?","Plural nouns add -e: deine Eltern."
"Das ist null Auto.","sein","sein","his (neuter)","That is his car.","Possessive for 'er' (he): sein + neuter noun (das Auto)."
"null Hund heißt Bello.","Sein","sein","his (masculine)","His dog is called Bello.","sein + masculine noun: sein Hund."
"Ich kenne null Frau.","seine","sein","his (feminine)","I know his wife.","Feminine noun adds -e: seine Frau."
"null Kinder sind noch klein.","Seine","sein","his (plural)","His children are still small.","Plural noun adds -e: seine Kinder."
"null Wohnung ist klein.","Ihre","ihr","her (feminine)","Her apartment is small.","Possessive for 'sie' (she): feminine noun → ihre Wohnung."
"Ist das null Bruder?","ihr","ihr","her (masculine)","Is that her brother?","Masculine noun: ihr Bruder (no ending)."
"Ich mag null Freundin.","ihre","ihr","her (feminine)","I like her friend (female).","Feminine noun: ihre Freundin."
"null Eltern sind nett.","Ihre","ihr","her (plural)","Her parents are nice.","Plural noun: ihre Eltern."
"Das ist null Haus.","unser","unser","our (neuter)","This is our house.","Possessive for 'wir' (we): neuter noun → unser Haus."
"null Vater arbeitet in Berlin.","Unser","unser","our (masculine)","Our father works in Berlin.","Masculine noun: unser Vater (no ending)."
"null Mutter kocht gut.","Unsere","unser","our (feminine)","Our mother cooks well.","Feminine noun: unsere Mutter."
"null Kinder spielen draußen.","Unsere","unser","our (plural)","Our children are playing outside.","Plural noun: unsere Kinder."
"Ist das null Hund?","euer","euer","your (plural, masc)","Is that your (guys') dog?","Possessive for 'ihr' (you plural): masculine noun → euer Hund."
"Wo ist null Schule?","eure","euer","your (plural, fem)","Where is your (guys') school?","euer loses -er- with ending: eure Schule."
"null Haus ist schön.","Euer","euer","your (plural, neut)","Your (guys') house is beautiful.","Neuter noun: euer Haus."
"null Bücher sind neu.","Eure","euer","your (plural, plural)","Your (guys') books are new.","Plural noun: eure Bücher."
"null Eltern kommen morgen.","Ihre","ihr","their (plural)","Their parents are coming tomorrow.","Possessive for 'sie' (they): plural noun → ihre Eltern."
"Das ist null Problem.","Ihr","ihr","their (neuter)","That is their problem.","Neuter noun: ihr Problem (no ending)."
"null Tochter heißt Anna.","Ihre","ihr","their (feminine)","Their daughter is called Anna.","Feminine noun: ihre Tochter."
"Frau Schmidt, ist das null Tasche?","Ihre","Ihr","your (formal, fem)","Mrs. Schmidt, is that your bag?","Formal 'Sie' possessive: Ihre Tasche (capital I, feminine ending)."
"Herr Müller, null Sohn ist sehr nett.","Ihr","Ihr","your (formal, masc)","Mr. Müller, your son is very nice.","Formal: Ihr Sohn (masculine, no ending)."
"null Kinder sind schon in der Schule.","Ihre","Ihr","your (formal, plural)","Your children are already in school.","Formal plural: Ihre Kinder."
"null heißt du?","Wie","wie","how/name","What is your name?","wie asks for name: Wie heißt du? (lit. How are you called?)"
"null wohnst du?","Wo","wo","where/location","Where do you live?","wo asks for static location: Wo wohnst du?"
"null kommst du?","Woher","woher","where from/origin","Where do you come from?","woher asks for origin/source: Woher kommst du?"
"null gehst du?","Wohin","wohin","where to/direction","Where are you going?","wohin asks for direction/movement: Wohin gehst du?"
"null ist das?","Wer","wer","who/person","Who is that?","wer asks for a person (subject): Wer ist das?"
"null ist das?","Was","was","what/thing","What is that?","was asks for a thing/object: Was ist das?"
"null kommst du?","Wann","wann","when/time","When are you coming?","wann asks for time: Wann kommst du?"
"null lernst du Deutsch?","Warum","warum","why/reason","Why are you learning German?","warum asks for reason: Warum lernst du Deutsch?"
"null alt bist du?","Wie","wie","how + adjective","How old are you?","wie + adjective asks for specific attribute: Wie alt...?"
"null groß ist dein Bruder?","Wie","wie","how + adjective","How tall is your brother?","wie + groß asks for height/size."
"null viele Kinder hast du?","Wie","wie","how + viele","How many children do you have?","wie viele asks for countable quantity."
"null viel kostet das?","Wie","wie","how + viel","How much does that cost?","wie viel asks for uncountable amount or price."
"null lange lernst du schon?","Wie","wie","how + lange","How long have you been learning?","wie lange asks for duration."
"null oft gehst du ins Kino?","Wie","wie","how + oft","How often do you go to the cinema?","wie oft asks for frequency."
"null spät ist es?","Wie","wie","how + spät","What time is it?","wie spät asks for time of day (lit. how late)."
"null geht es dir?","Wie","wie","how/manner","How are you?","wie + verb + dative: Wie geht es dir?"
"null Bus fährt nach Berlin?","Welcher","welcher","which + masc","Which bus goes to Berlin?","welcher + masculine noun (der Bus): Welcher Bus...?"
"null Übung machen wir jetzt?","Welche","welche","which + fem","Which exercise are we doing now?","welche + feminine noun (die Übung): Welche Übung...?"
"null Buch liest du?","Welches","welches","which + neut","Which book are you reading?","welches + neuter noun (das Buch): Welches Buch...?"
"null Filme magst du?","Welche","welche","which + plural","Which movies do you like?","welche + plural noun (die Filme): Welche Filme...?"
"null heißen Sie?","Wie","wie","formal name","What is your name? (formal)","Formal: Wie heißen Sie? (verb in plural form)"
